
running 1 test
step(A) =  155, err =  1.595875690392127E-01, h_new =  2.054543146103107E-02, n_yes =   0, n_no =   6, h*lambda =  1.234987459111739E+00
step(R) =  156, err =  2.116701634819634E+00, h_new =  1.627779728757842E-02
step(A) =  157, err =  3.609774241119287E-01, h_new =  1.618775044353062E-02, n_yes =   0, n_no =   7, h*lambda =  9.990658037044617E-02
step(R) =  158, err =  9.287356030077996E+00, h_new =  9.974413166910986E-03
step(R) =  159, err =  1.287900027107479E+00, h_new =  8.599038580015742E-03
step(A) =  160, err =  6.026470923255640E-01, h_new =  8.098058082990713E-03, n_yes =   0, n_no =   8, h*lambda =  3.967658571437078E-01
step(A) =  161, err =  8.494145899462693E-01, h_new =  7.343034483239950E-03, n_yes =   0, n_no =   9, h*lambda =  1.828023413542616E+00
step(R) =  162, err =  2.666288518776262E+07, h_new =  1.468606896647990E-03
step(A) =  163, err =  3.230695729252238E-02, h_new =  2.353599329445250E-03, n_yes =   0, n_no =  10, h*lambda =  2.238398995261876E+00
step(A) =  164, err =  3.163001418136029E-01, h_new =  1.401209326577277E-03, n_yes =   0, n_no =  11, h*lambda =  1.436600222728380E+00
step(A) =  165, err =  6.786979901009902E-01, h_new =  1.286365809969477E-03, n_yes =   0, n_no =  12, h*lambda =  8.443327662565046E-01
step(A) =  166, err =  8.209750533980206E-01, h_new =  1.178794137214864E-03, n_yes =   0, n_no =  13, h*lambda =  1.192678783953424E+00
step(R) =  167, err =  1.576228468207524E+00, h_new =  9.819406027256731E-04
step(A) =  168, err =  5.647098916181119E-01, h_new =  9.662524518774666E-04, n_yes =   0, n_no =  14, h*lambda =  9.651650874603465E-01
step(A) =  169, err =  6.412908858819082E-01, h_new =  9.166568172828995E-04, n_yes =   0, n_no =  15, h*lambda =  9.687036860171175E-01
step(A) =  170, err =  5.052997920519012E-01, h_new =  9.101817736226734E-04, n_yes =   0, n_no =  16, h*lambda =  9.239742915134123E-01
step(A) =  171, err =  4.628627891108392E-01, h_new =  9.086271786242153E-04, n_yes =   0, n_no =  17, h*lambda =  9.192354929625264E-01
step(A) =  172, err =  3.911348116716125E-01, h_new =  9.301453586857587E-04, n_yes =   0, n_no =  18, h*lambda =  9.179383411556022E-01
step(A) =  173, err =  1.552925699871238E-01, h_new =  1.106600281753970E-03, n_yes =   0, n_no =  19, h*lambda =  9.393384125642390E-01
step(A) =  174, err =  1.436442279291240E-01, h_new =  1.285702008915111E-03, n_yes =   0, n_no =  20, h*lambda =  1.116711101709752E+00
step(A) =  175, err =  1.031704203427495E-01, h_new =  1.575324310476907E-03, n_yes =   0, n_no =  21, h*lambda =  1.296054764417737E+00
step(A) =  176, err =  8.526097529863789E-02, h_new =  1.967556182223677E-03, n_yes =   0, n_no =  22, h*lambda =  1.585819982679173E+00
step(A) =  177, err =  6.180674762160331E-02, h_new =  2.575867751692171E-03, n_yes =   0, n_no =  23, h*lambda =  1.977216120731085E+00
step(A) =  178, err =  4.869859823188178E-02, h_new =  3.466807351534281E-03, n_yes =   0, n_no =  24, h*lambda =  2.582612950437261E+00
step(A) =  179, err =  7.299927040235572E-02, h_new =  4.314283980060266E-03, n_yes =   1, n_no =   0, h*lambda =  3.465213353744876E+00
step(A) =  180, err =  3.505180381832332E-01, h_new =  4.179104349180537E-03, n_yes =   2, n_no =   0, h*lambda =  4.295805939979648E+00
step(R) =  181, err =  1.485964613741634E+00, h_new =  3.516286758966753E-03
step(A) =  182, err =  5.349973884013645E-01, h_new =  3.375168250418784E-03, n_yes =   3, n_no =   0, h*lambda =  3.490303241670930E+00
step(A) =  183, err =  5.803999025863498E-01, h_new =  3.249663232632744E-03, n_yes =   4, n_no =   0, h*lambda =  3.340113367882701E+00
step(A) =  184, err =  4.892905749653268E-01, h_new =  3.231495793137459E-03, n_yes =   4, n_no =   1, h*lambda =  3.206498018436336E+00
step(A) =  185, err =  3.892551199629235E-01, h_new =  3.318095958874776E-03, n_yes =   4, n_no =   2, h*lambda =  3.179243724117034E+00
step(A) =  186, err =  3.547588633339274E-01, h_new =  3.429668708742143E-03, n_yes =   5, n_no =   0, h*lambda =  3.254612180464894E+00
step(A) =  187, err =  3.866476014901526E-01, h_new =  3.480554241331193E-03, n_yes =   6, n_no =   0, h*lambda =  3.353554756147777E+00
step(A) =  188, err =  4.540719782347893E-01, h_new =  3.448834301212362E-03, n_yes =   7, n_no =   0, h*lambda =  3.392504829836588E+00
step(A) =  189, err =  4.976968146023749E-01, h_new =  3.386224911347087E-03, n_yes =   8, n_no =   0, h*lambda =  3.350968749644159E+00
step(A) =  190, err =  4.794714119517586E-01, h_new =  3.358205296090499E-03, n_yes =   9, n_no =   0, h*lambda =  3.279879410231989E+00
step(A) =  191, err =  4.298737629939639E-01, h_new =  3.387757385227220E-03, n_yes =   9, n_no =   1, h*lambda =  3.242633574387419E+00
step(A) =  192, err =  3.974072197886699E-01, h_new =  3.448405822708895E-03, n_yes =  10, n_no =   0, h*lambda =  3.260875897285354E+00
step(A) =  193, err =  4.004290084606149E-01, h_new =  3.494628133622083E-03, n_yes =  11, n_no =   0, h*lambda =  3.308587187956966E+00
step(A) =  194, err =  4.292829756293552E-01, h_new =  3.500886866142602E-03, n_yes =  12, n_no =   0, h*lambda =  3.341980296964037E+00
step(A) =  195, err =  4.573365638527151E-01, h_new =  3.479286767409603E-03, n_yes =  13, n_no =   0, h*lambda =  3.336964452467165E+00
step(A) =  196, err =  4.607508183944088E-01, h_new =  3.462206219161891E-03, n_yes =  14, n_no =   0, h*lambda =  3.305496641644920E+00
THE PROBLEM SEEMS TO BECOME STIFF AT X =  9.306509118845591E-01, ACCEPTED STEP =  189
step(A) =  197, err =  4.414110580334484E-01, h_new =  3.471448611780695E-03, n_yes =  15, n_no =   0, h*lambda =  3.278481491393850E+00
step(A) =  198, err =  4.205546755873946E-01, h_new =  3.503459967419302E-03, n_yes =  16, n_no =   0, h*lambda =  3.276376434523126E+00
