
running dopri5.f test
step(A) =  188, err =  4.540719782326855E-01, h_new =  3.448834301218070E-03, n_yes =   7, n_no =   0, h*lambda =  3.392504829840897E+00
step(A) =  189, err =  4.976968146050750E-01, h_new =  3.386224911348940E-03, n_yes =   8, n_no =   0, h*lambda =  3.350968749649525E+00
step(A) =  190, err =  4.794714119559821E-01, h_new =  3.358205296088036E-03, n_yes =   9, n_no =   0, h*lambda =  3.279879410233608E+00
step(A) =  191, err =  4.298737629957955E-01, h_new =  3.387757385223475E-03, n_yes =   9, n_no =   1, h*lambda =  3.242633574384862E+00
step(A) =  192, err =  3.974072197874833E-01, h_new =  3.448405822707422E-03, n_yes =  10, n_no =   0, h*lambda =  3.260875897281569E+00
step(A) =  193, err =  4.004290084585745E-01, h_new =  3.494628133623199E-03, n_yes =  11, n_no =   0, h*lambda =  3.308587187955395E+00
step(A) =  194, err =  4.292829756273832E-01, h_new =  3.500886866145740E-03, n_yes =  12, n_no =   0, h*lambda =  3.341980296964947E+00
step(A) =  195, err =  4.573365638530497E-01, h_new =  3.479286767411650E-03, n_yes =  13, n_no =   0, h*lambda =  3.336964452469972E+00
step(A) =  196, err =  4.607508183960181E-01, h_new =  3.462206219161974E-03, n_yes =  14, n_no =   0, h*lambda =  3.305496641646690E+00
THE PROBLEM SEEMS TO BECOME STIFF AT X =  9.306509118845370E-01, ACCEPTED STEP =  189
step(A) =  197, err =  4.414110580345363E-01, h_new =  3.471448611779810E-03, n_yes =  15, n_no =   0, h*lambda =  3.278481491393737E+00
step(A) =  198, err =  4.205546755873187E-01, h_new =  3.503459967418862E-03, n_yes =  16, n_no =   0, h*lambda =  3.276376434522063E+00
